Contact_FirstName,Contact_LastName,Contact_EntityName,Contact_EntityPhone,Contact_EntityAddress,Customer_FirstName,Customer_LastName,Customer_Gender,Customer_DateOfBirth,Customer_Address,Customer_PostalCode,Customer_CountryOfCitizenship,Customer_IDType,Customer_IDNumber,Customer_IssuingCountry,Customer_IssueDate,Customer_ExpiryDate,Trans_Withdrawl_Deposit,Trans_Type,Contact_ReferralDate,Trans_TransactionDate,Trans_Time,Trans_OriginatingCountry,Trans_DestinationCountry,Trans_Amount,Trans_IdentificationOfSuspiciousIndicator,Trans_Notes,SMR_ReviewOutcome,Att_XLS,Att_TIF,Att_PDF,Att_WMV,Att_JPG,Att_MPG,Att_MP4,Att_FLV,Att_GIF
Zacharia,Phalp,Commonwealth Bank,(418) 5688278,81405 Katie Pass,Guthrey,Ramsier,Male,11/11/1984,6 Longview Road,,Singapore,Drivers License,16-922-9849,Thailand,4/25/2015,6/19/2015,Withdrawl,International In,7/25/2017,4/24/2016,10:24 PM,Australia,Vietnam,562150,Consumer uses aliases and a variety of similar but different addresses. ,"My  XXXX  statement for the period  X/XX/17  to  X/XX/17  included a hotel charge for {$120.00}. This was not an authorized charge because the reservation was for  X/XX/17 . No prepayment was required and I had until  XXXX  day of arrival to cancel without penalty. The hotel did not refund the charged after I contacted them. On  X/X/17 , I submitted a written dispute of the charge to  State Farm B ank to the address listed on the statement for disputes. I paid the balance due on the card except for the disputed amount. The payment was posted  X/X/16 .  State Farm Ban k did not acknowledge the dispute until  X/XX/17 . At that time they posted a temporary credit to my account for the disputed amount. When I received the next statement covering  X/XX/17  to  X/XX/17 , I discovered that I was charged {$7.00} interest on the disputed amount. When they posted the temporary credit, they only adjusted {$0.00} of the interest charged. I should not have been charged any interest on the account because I paid the full amount due except for the disputed amount and filed the dispute more than 10 days prior to the payment due date.  <P/> I contacted  State Farm Bank via  e-mail through their website requesting a full refund of the interest charged on the disputed amount.  State Farm Ba nk did not respond to my request.  <P/> In acknowledging the disputed , State Farm  Bank indicated that it could take up to one year to resolve the dispute. I believe the have only  two  billing cycles, not to exceed 90 days, to investigate and resolved the dispute. I received a letter dated   XXXX   stating the disputed has been resolved in my favor. However,  State Farm B ank has not acted to refund the interest charged on the disputed amount.",NFA,0,0,0,,0,,0,0,0
Roby,Bolden,Australia and New Zealand,(734) 8888314,66419 Laurel Plaza,Paulita,Tytterton,Female,7/28/1979,36120 Sheridan Parkway,,Malaysia,Drivers License,90-476-2252,Philippines,1/07/2017,1/21/2018,Deposit,Domestic Out,7/19/2016,1/03/2018,2:53 AM,Indonesia,Singapore,274546,Consumer uses aliases and a variety of similar but different addresses. ,"On  XXXX   XXXX , I called Chase Bank asking to use th e Stop Payment Service on two  incoming charges of {$650.00} and {$430.00} from  XXXX , an online service company. I was worried about the money because I saw some negative reviews about  XXXX  and could n't find a way to contact them. The  Chase  representative reaffirmed me that as long as I gave them the correct amount, Chase would reject any payments matching that amount regardless what other names  XXXX  might use.  <P/> On  XXXX   XXXX , I called Chase to cancel the Stop Payment and if I could get a refund for the Stop Payment fee that was charged. The representative refunded the fee. And I was aware that even if Stop Payment is canceled, it would still be effective for  one day, so the two p ayments would n't be charged until  XXXX   XXXX . And just to be safe, I deposited an additional {$1000.00} at  XXXX   XXXX  into my account for any unexpected issues. However, I found out later that my account had an overdraft fee of {$100.00} because of the two payments of {$650.00} and {$430.00}. If the payments were charged like what was promised on  XXXX   XXXX , there would be no overdraft.  <P/> On  XXXX   XXXX , I spoke to Chase, they refused to refund the entire {$100.00} due to the courtesy limit and insisted that no mistake was made on their part. I explained my situation t o   XXXX  , t he supervisor, she was just as frustrated as I was. And told me that they will listen to the types to see if I was telling the truth.  <P/> I feel extremely disappointed in Chase. Used to think that Chase was the better bank. Now, or maybe I was just wrong,  Chase  like the others will look for ways to reach in your pockets for fees. I really want to know what happened to the overdraft fee ban. Can a bank just be a bank? And not act like a government entity constantly seeking ways to punish people financially.",NFA,0,0,0,0,0,0,0,0,0
Ingmar,Edgerley,National Australia Bank,(793) 3793396,13251 Del Sol Court,Neville,Dorsett,Male,9/26/1976,08714 Starling Plaza,77224 CEDEX,Malaysia,Drivers License,27-481-7546,Singapore,10/12/2017,11/08/2019,Withdrawl,Domestic Out,4/21/2016,2/02/2017,7:47 PM,Australia,Malaysia,867360,Consumer is quick to volunteer that funds are clean or not being laundered.,"Our home was substantially destroyed by  XXXX   XXXX . We have recieved t he RREM Grant from the state of New Jersey and are currently raising our home and have had to find  other residence. In  XXXX  we were made aware of a Forbearance of Mortgage Payments  by The  New Jersey Department  of Community Affairs. We  applied for that certification. On  XXXX   XXXX  we received a Certification of Eligibility,  XXXX  - Impacted Forbearance Certification. We contacted our Ban k Wells Fargo by g oing into a local branch and speaking with their hea d officer. We also sent Wells Fargo a certified letter with the Certification letter attached. They said they would be back in touch with us in two weeks. We have never received any notification from Wells Fargo on  how to proceed. I have paid our escrow of {$1000.00} for both the month of  XXXX  and  XXXX  so our Insurance and Taxes would be covered. They now tell me that they do not apply partial payments and I am in arrears  for two months to for {$5300.00} not taking into consideration our two payments of {$1000.00} equaling {$2000.00}. I am getting threatening letters about foreclosure and I am worried about them reporting our loan as delinquent. I just spoke with the NJ Department of Banking and Insurance and they advised me that Wells Fargo is a Federal Bank and does not come under their jurisdiction and I should make the complaint with your Bureau. Wells Fargo refuses to give me any direction on this and I am afraid this will have a great impact on my cre dit standing I took so long to attain. Please advise me of what to do.",NFA,0,0,0,0,0,0,0,0,0
Rozalie,Caras,Westpac Bank,(948) 5085757,71409 Elka Center,Constantine,McElwee,Female,2/26/1983,7 Linden Terrace,1550,Philippines,Passport,64-256-8813,Singapore,3/11/2017,8/12/2015,Withdrawl,International Out,2/15/2017,2/24/2018,6:34 PM,Indonesia,Singapore,45158,"Consumer presents funds for a transaction. Upon request for additional information, he/she decides not to send funds","Discover Ban k Personal Loan w as paid in full on  XXXX   XXXX ,  2017 . The bank has failed to report to the Credit Bureaus that the loan is paid. The Credit Bureaus still show an outstanding balance of {$4000.00}. I have contacted the Discover Bank more than  two  months ago by telephone. They said to give it time to show on Credit Report. I have a confirmation by email from Discover Bank showing balance paid in full on  XXXX   XXXX ,  2017 . I attempted to file an online dispute with  XXXX   XXXX  and it came back as "" automated failed attempt. ''",NFA,5,0,0,0,,0,4,0,0
Catlin,Pischoff,Westpac Bank,(443) 8320232,710 Kennedy Place,Kittie,Thorn,Female,1/20/1983,8 High Crossing Hill,8328,Cambodia,Drivers License,59-506-6392,Malaysia,1/09/2015,2/23/2014,Withdrawl,Domestic Out,2/06/2017,4/13/2016,9:01 PM,Singapore,Malaysia,595114,Multiple attempts occur on the same day at the same location but with an apparent attempt to use different employees.,"Mid   XXXX  - I applied for a refinance loan throug h TD Ban k. My original mortgage was through   XXXX   XXXX  . At the initial application m y Homeoweners insura nce was through  XXXX  with a  XXXX  policy effective date.     During the closing process, I was able to get a cheaper rate through  XXXX   XXXX   XXXX  .      XXXX  I paid  XXXX   XXXX . in full with an effective date of  XXXX / XXXX / XXXX  through  XXXX / XXXX / XXXX . I emailed TD bank and notified them of the change and provided receipt of Payment. Also, asked them to update the closing documents as no escrow accrual was needed since new policy was paid in full.     -- -- -Original Message -- -- - From :  XXXX   XXXX   XXXX   XXXX   XXXX    Sent : Tuesday,  XXXX   XXXX ,  XXXX   XXXX   XXXX   XXXX   To : 'Jeffcoat  XXXX   XXXX   XXXX   XXXX  Cc :  XXXX  XXXX  XXXX  ;  XXXX  XXXX  XXXX  Subject :  XXXX  :  XXXX  Payment Receipt For  XXXX   XXXX  Hi  XXXX   ,  Please see the receipt of Payment on my homeowners, please let me know if you need any additional information.        XXXX / XXXX / XXXX  - Closing date. Closing document reflected a 5 month escrow at {$580.00}. I questioned this with the lawyer and he said  TD w ould notice this and refund the amount that was over escrowed at closing.      XXXX / XXXX / XXXX  - I asked TD to look into the insurance escrow - No response.      XXXX / XXXX / XXXX  - TD informed me the escrow was only looked at annually and I would need to wait a year to get my money back.     Original Message -- -- - From :  XXXX ,  XXXX  F [ mailto :  XXXX  XXXX  XXXX   XXXX  Sent : Wednesday,  XXXX   XXXX ,  XXXX   XXXX   XXXX  To :  XXXX ,  XXXX   XXXX   ;   XXXX ,  XXXX   XXXX  Subj ect : RE  :  XXXX  Payment Receipt For  XXXX   XXXX  I will let the closing manager know to reach out to you to discuss. They do not refund money out of the escrow account. Only the servicing department does that and they only consider these requests on yearly basis. Thanks.      XXXX   XXXX   XXXX   | Lending Team Manager  | Retail Credit and Loan Originations Mailstop :  XXXX   XXXX   XXXX   XXXX   XXXX ,  XXXX , SC  XXXX  T :  XXXX  | F :  XXXX  NMLS ID #  XXXX   TD Ban k  , America 's Most Convenient Bank",NFA,0,1,2,,0,,0,0,0
Ernest,Hapke,Australia and New Zealand,(117) 5292963,4250 Milwaukee Junction,Charlie,Gossage,Male,6/04/1970,490 Pierstorff Way,267 01,Philippines,Passport,92-095-3739,Singapore,7/04/2014,11/29/2015,Withdrawl,International In,3/01/2017,7/26/2017,12:42 AM,Cambodia,Thailand,516356,Consumer deposits musty or extremely dirty bills.,"Seterus has manipulated my payments. During the last 12 months, instead of  XXXX  entries to my amortization schedule, Seterus proudly presented me with a  XXXX  page report with  XXXX  entries to my account. Criminals do this to launder money. They just need to adjust to the amortization schedule, go back to the principle and interest on the original loan, and report to the credit agencies my prompt payments This problem started when they failed to pay my real estate taxes, paid the balance twice which put me in a contrived deficit. The misappropriate escrow funds, misapplying my payments. These people are unable to process payments and should not be allowed to do so. If legal ethics were applied, they would be considered out of trust and be banned from practicing law.",NFA,0,0,5,,0,0,0,0,0
Dee,Barniss,Westpac Bank,(923) 1353228,9788 Sunnyside Pass,Devina,Lippingwell,Female,3/23/1964,7632 Spenser Center,5885,Cambodia,Drivers License,12-979-0817,Philippines,10/22/2014,6/16/2017,Withdrawl,Domestic Out,6/21/2017,10/23/2016,8:17 AM,Australia,Thailand,282766,Consumer attempts to convince employee not to complete any documentation required for the transaction,"On   XXXX   XXXX   XXXX     I went to Chase to close my account with them and find out that another account was overdraw and ask the Ban k Staff a t the can I close this account once I pay the amount overdrawn I was told no I would have to wait to the cash, Cashier is process in order to close the account. I would like is ther e United State Federal Reserve and United States Federal Regulation regarding this that   state if I was to deposit money not matter it is Cash or Cash Check from another Bank that I would be required to wa it unto the transaction is clear. What are in the United States Federal Regulations about closu re of account and Fraud Account is it legal to hold the customer responsible for Fraud that happen in an bank account debit card and will the bank require to investigate convicted the individual that committed the Fraud many of the banks are make the customer responsible for these charges and what happen to FDIC  Insurance on Unit ed States Banks  Accounts an whe n you open account are the Bank inform customer of the FDIC  Insurance on accounts hand out legal documentation Please investigate ensure that Chase,    XXXX   XXXX   XXXX  ,   XXXX   XXXX   and  XXXX   XXXX  are process and conducting Banking Product according to United States Federal Reserve and United Sta tes Federal Regulations and do the bank supposed to issue Bank Debit and Credit on the spot or is this conce rn a temporary Debit Card because this is was the United States Banks are doing.",Referral to partner agency,0,0,0,0,0,1,0,0,0
Darby,Girkin,National Australia Bank,(368) 5428246,783 Oak Valley Terrace,Lothario,Girtin,Male,2/19/1972,904 Eliot Drive,,Philippines,Drivers License,33-272-5150,Vietnam,8/16/2013,1/25/2015,Withdrawl,,3/10/2017,3/26/2016,12:02 AM,Indonesia,Indonesia,700410,Consumer over justifies or explains the transaction. ,"I have been a  US Ba nk costumer for more than 10 years. First checking account opened in   XXXX   XXXX  , and closed in   XXXX   XXXX  , by my request. During the years I would encounter unauthorized or unknown charges in the range of $  XXXX  {$150.00 } ( once or twice per year ). The dispute process would take 3-5 da ys or more to reverse these charges back to my account, though I would not face a hard time in proving they were false or security breached. Each time  US Ban k would apologize for any inconvenience, though they would repeatedly happen over and over. That 's why I closed it, and reopened a new account with the same  US Bank - big  mistake, should have switched to another bank. The first couple of years I did not see anymore strange or unauthorized activities, until   XXXX   XXXX  , and this time it wa s US Bank its elf aledging some ghost money I owed them, for which they were never able to prove documents or statements, other than what the system tells them, which is a very short phrase : "" charged Off/PMT ''. In   XXXX   XXXX   XXXX    US Bank debits my c urrent savings account with them, in the amount of {$340.00}. I asked why?, and they stated I owed them from that checking account I had closed in    XXXX   . I had several phone conversations and in a branch in person, also requesting statements or some kind of document to prove that I owed the charges, but there was no prove. Within a couple days, continuing my determination, I say I was lucky to speak with a  US Bank  wise manager, and she could not explain or find statements either, and realized it was an unauthorized charge from the recove ry dept.,  and with friendly apologies she reversed the charge of {$340.00} back to my account with in 24 hou rs. Things kept going well, until   XXXX   XXXX   XXXX  .  US Bank de bits my checking account this time in much higher $ $ amounts, totaling {$770.00}, plus several overdraft charges of at le ast 4 or 5, becau se of their forced debits that deducted all the available $ $ amount from my checking account. I spent all day with phone conversations and stope d to two diff erent branches. The only answers I got from  one of them was only the w ord of mouth that I owe  US Bank all the se money, and the other was able to print me a statement from my closed account in   XXXX   and which makes it even more bizarre for their training or specialty as Bank customer service, is that the statement was declaring {$0.00} balance right in front of their eyes. Still, no one was able to give me a statement or letter, or any documents that showed I owed the amount of money that  US Bank  had charged me, and no one could reverse or dispute any of them. However,  Most of t hem were nice, I could understand they did not have control over their system, or did they? They also mentioned to me another charged off account which remains a ghost, since I did not have it! and they could not print me a statement or document to show the charges. What made it even more scary as of now by the end of the day, is that an agress ive manager from the  recovery dept. stated that : "" you still owe more money to  US Bank starting  from {$99.00} and up '' for which he could not disclose the total, but said : "" we will continue to debit your checking and savings account anytime we find a suporting balance, unauthorized and without notice just like we did it previously, and the charges would vary anywhere from {$100.00} to {$500.00}, as it seams fit t o US Bank. An d do not expect any statements or documents from us. We will only send you a leter to tell you how much you still owe us, but no details of what for, and no details on what we already charged you ''. At this point, I could hardly believe what I was listening to, it really seamed like  one of those scary scams that unlicensed and illegal businesses practice. Well, this came directly from US Bank  itself. Certainly I 'm overwhelmed, but because this is the first day for me which came as a shock, but it absolutely will go through a very detailed investigation, most likely through a law suit. No statements or No documents to prove the forced unauthorized charges is certainly in my favor. However, it will take sometime to take the money back, which so far is close to {$1000.00}, and could go even higher in days, if the fraud practices that the  US Bank representative stated are true. Or perhaps I may find another wise manager to reverse these forced charges back to my account. ( Highly doubt though, who knows ) I better take out some cash before US Bank steal it all. First thing in the morning! Than a legal investigation!",NFA,0,0,0,0,0,0,0,0,0
Theo,Beet,Westpac Bank,(946) 6038847,03 Washington Street,Lanny,Magor,Male,8/23/1969,7576 Burning Wood Hill,,Indonesia,Other ID,63-210-6124,Philippines,12/13/2014,1/25/2022,Withdrawl,Domestic In,3/10/2018,6/14/2017,4:22 AM,Philippines,Singapore,786383,Consumer is accompanied and watched. ,"Consumer Financial Protection Bureau  XXXX   XXXX ,  XXXX  Page  XXXX  of  XXXX   Re  : Complaint on Actions  of PNC Bank Failure to provide Response as Committed This complaint relates to the unprofessional conduct on the part of PNC Bank representatives, actions against my family unrelated to any pers onal dispute I have had, failure to provide timely, accurate information, and for a lack of factual information. There was a previous complaint #  XXXX , which did not include items covered here. Comments on the lette r ( not sent to me ) but to the  CFPB by  XXXX   XXXX   XXXX  are included. Additional reference documents are also included with this complaint.  PNC B ank has not provided common information requested, assistance through channels they directed me and my family to, has posed risks to my, my wifes and our family accounts including SS and insurance. Through failure to properly allow me to make deposits, use my checking, and investment accounts, credit risks were posed. For many months ending  with PNC Banks closure of several accounts, I, and my wife had not been able to obtain committed advice, or direction from PNC Bank representatives as required in their agreements for these accounts. Clo sures were well from  12 to 30 days, as there were holidays and weekends involved, ( se e attached ) below any reasonable number expected for major account funds transfers. Even the closure notices are inconsistent. The note from  XXXX   XXXX , dated  XXXX   XXXX  ( received on or about  XXXX   XXXX  gives notice of account  XXXX  closure by  XXXX   XXXX . This is less than 12 days. This first notice was shortly after  PNC representatives would not provide assistance. This is retaliatory, noting else. Is this proper or fair treatment? Commitments by designated PNC B ank contact,  XXXX   XXXX , after the CFPB complaint have not been completed and summary statements posed b y PNC to C FPB and others are absolutely false and defamatory. Related to  XXXX , the  PNC Branch manager, aggre ssive behavior was shown by him, on  XXXX   XXXX ,  XXXX . Details are included below and in an attachment. The forgery of documents claims are founded, counter to  XXXX   XXXX  statement. I will make myself available at any time to undergo handwriting analysis to compare my known signature to those poste d. One ob vious example is attached. When  XXXX   XXXX , the investment advisor involved, was originally approached of the forgeries, he noted that the signatures must have been done by someone at the corporate level. He fully agreed they were not mine. Comment was made by me that forgery is a bad habit-no matter who did it. When a representati ve of PNC  Bank itself has agreed, this hardly matches  XXXX   XXXX  unfounded comment on forgery. Direct testimony by  XXXX   XXXX  should have been enough to convinc e PNC tha t something major was wrong. Statements otherwise now by  XXXX   XXXX  or any others are completely false and do not match the real documents.   Failure to Assist and Provide Information on Special Loan Offer The letter from  XXXX   XXXX  states that the accounts were closed because of consistent and repeated instances of aggressive behavior at the  XXXX   XXXX . Branch. This is totally and absolutely false. I have never had any confrontation with any regula r PNC bankin g representative. On or about  XXXX   XXXX ,  XXXX , nearly a year ago, I had requested directly from the available local branch  PNC Investment Representative copies of ALL signed documents in PNC files for myself and my wife. The request was made due to an ongoing issue related to forgery of documents by PNC. A copy of one forged item is attached. The document copies were to include all in PNC files. She agreed, with no questions, with an expectati on within a few days. A reference is in the attached  XXXX   XXXX ,  XXXX  note to  XXXX   XXXX . Some investment documents including forgeries were provided. Many others were not. This failure showed an unacceptable lack of respect and common banking courtesy. Multiple accounts were open at that time, with many signature documents available  in PNC records. Since an issue related to a forgery by PNC had already gone on for  an extended time, I was rightly disappointed. A request for a follow up call from  XXXX , the bank  manager  was not completed. This matched a previous pattern from PNC. There has been no refusal by me for assistance. None has been offered. Through the year, I continued to regularly visit the same near by PNC branc h location for checking, credit card, savings, and other banking/investment needs. At all times, the regular staff treated me professionally and courteously. I extended the same respect. To state there were repeated instances is a fabrication. On nearly all visits, a bag of candy id given to tellers or representatives. There have been no other instances related to my personal conduct. This does not match  XXXX   XXXX  statements. Further, the sentence that I refused in any way to allow  PNCI  representatives help me with investment account is also completely false. My repeated requests have been ignored. An offer was made by me to travel to any other location, including  XXXX  or  XXXX  to obtain advice ( see  XXXX  visit report ). Follow up requests were completely ignored. I challenge anyone to prove otherwise. Comments on the pending  XXXX  complaint and any investment issue were completely avoided. Through the actual closures, regular banking transactions continued. On  XXXX   XXXX ,  XXXX  the statement by  XXXX  was that no one was to speak to me. Please read the attached summary of the  XXXX   XXXX  visits. The only thing which has been consistent is the failure of  PNC and  its top banking representatives to complete its commitments or assist. Other accounts remain open. A complaint on forgery to the Alabama  Securities Commission ( ASC ) co ntinues on  Page   XXXX  of  XXXX  its own. The note from  XXXX   XXXX  dated  XXXX   XXXX  has her phone number for contact Phone and e-mail requests to speak or answer questions have been completely ignored. Record of  one  such attempt is attached. Is this fairly and equally?   Unprofessional Conduct b y PNC Bank Branch Manager On   XXXX   XXXX ,  XXXX , I entered th e PNC Ba nk branch in  XXXX , Alabama to receive account information, and secure funds, as my work had been reduced. Many accounts were open. I had done business at that location for over 29 ye ars ( own ership has changed ). Regular statements referred me to  XXXX   XXXX  for advice.  XXXX   XXXX  had been involved with the complaint to  the ASC Commission. Co ntacting him was not allowed per earlier written notice  from PNC b ank. Calls to the other recommended representatives were not answered. The investment call center was then contacted. The need for advice and this situation were explained. They recommended I visit the local branch and contact other investment advisors. This left me and my family in a quandary. Per this direction, a visit was made to the local branch. The notes o n 3  visits extending from  XXXX   XXXX ,  XXXX  are attached. In summary, follow up on the fir st two vis its was not completed. My requests were ignored. On the third attempt,  XXXX , the ban k manager refused to assist, offered no other direction, noted that no one at PNC was to speak to me, made other unrelated negative comments and asked me to leave his office. This conduct by PNC was unprofessional and provocative. None of t his matches a note from  XXXX   XXXX   XXXX  on any actions by me. Statements to agencies by  PNC have not mentioned this incident, or the insult it posed to me and my family. As no assistance was going to be provided, other banking decisions were made outside of PNC. This incident, and previous conduct by PNC does not match a banking institution which states help was offered but was not accepted. Throughout, I have remained patient, and abiding. PNC Bank then chose to punitively close my and my wifes chec king account, savings and investment accounts.   Repeated Attempts to Information and Answers to Inquiries On numerous occasions, before the actual closures, I attempted to secure in an y PNC directed way provided, additional information from PNC Bank. The only answers given from the DRU/Positive Balance Account Closure number (   XXXX   ) were (  in so many words ) : You have a right to close an account at any time you want, and we can too. Such comments should never be tolerated. As I had and retain a credit card thro ugh PNC Bank,  I have continued my regular at branch in bank payments of this balance. During none of those visits, nor during visits for an organization for which I am treasurer or for other needs were there any negative comments by any  PNC staff. There was always a welcoming, atmosphere by tellers and assistants. This never changed. Only my, and my wifes checking account and some others were closed. These closures were selective, were unwarranted, were attempts by PNC to be punitive and were made to cause as much disruption as PNC felt it coul d to my regular banking activities.   Formal Offer of a Reduced Rate Loan after Closure Notices-Lack of Response On  XXXX   XXXX ,  XXXX , after all account closure notices, but before final closures on  XXXX   XXXX , a personal mail offer was received by me to obtain a low interest home loan, as a part of a pre-selected offer. A much lower rate would be required if automatic payment was made from checking.  XXXX   XXXX   XXXX , my designated CFPB Complaint contact, was informed by phone and by e-mail.  XXXX  agreed to provide information and advice with recommended actions, including possibly opening a new checking account, or receiving an extension to the timetable, to take advantage of the offer. The date for the end of the offer,  XXXX   XXXX ,  XXXX , was well after actual checking account closure. A copy of the loan offer and my requests for information are attached. Answers were never provided.  If PNC h ad any concern about me, as noted in the response to CFPB complaint #  XXXX  or had any issues whatsoever, why was this special pre-selected offer made? Shou ld PNC possibly comment now that this was by another group is totally ignorant of documented fact. Commitments for common courtesy responses, when proper recommended channels have been followed should have been completed. Most would agree it appears PNC had continued a selective, one sided punitive effort toward me, my wife, and my family. This, by any reason is directly linked to the ASC complaint. All related PNC actions toward me an d my family are unprofessional, unethical, and unacceptable according to regular banking practices.   Summary Due to the fact tha t PNC had not made any attempt to assist me or my wife with my banking requests, had noted that it was up to us to move forward on my own, that preferred checking account linked loan offers were made but not allowed, that simple courtesies were not fulfilled, and for other documented reasons, I find an additional CFPB complaint against PNC conduct to be necessary. Response to Page   XXXX  of  XXXX  any previous CFPB complaints  by PNC are in correct. In a conversation with  XXXX   XXXX , after her review of the  XXXX  furnished pages of documents to her, she stated every attempt would be made to be fair to me, to provide me directly with all response information, to retain accounts if at all possible, and to complete an open and balanced investigation.  XXXX   XXXX  completely understood and agreed with my frustration. She noted that behavior of the branc h manager I d escribed was unacceptable.  XXXX   XXXX  noted that on first review there appeared to be a discrepancy in the ( forged  ) si gnatures. On this we totally agreed. She also inferred that based on her investigation, the accounts should be reopened, and she would recommend this. This is not the directio n PNC chose.  Her letter statements are  XXXX  degrees from this. No questions were ever raised or comments made on any personal negative behavior, including a singular  XXXX   XXXX  visit when  PNC  failed to furnish expected documents. I noted earlier how I had and continue to show personal courtesies to the tellers. For many years, this has created and continues a very positive relationship with no issues. The decisions against me, toward my wife and my family  may have been made at a higher bank management level. A complaint to the ASC on forgery was only as a last resort, and was related to long going lack of answers from PNC.  Retaliatory actions, closing accounts with very short notice, and false statements to the CFPB require counter comment.   Linkag e of ASC Complaint to Closure of  Accounts  PNC has not fulfilled its promises and has acted in an unfair way to cause harm to me, my wife, and my family. The closures and complaint on forgery appear linked. Just because a bank can do something it feels will be punitive does not justify it. PNC has been intentionally vindictive. Statements to the CFPB are false or full misrepresentations. Federal Banking Agencies, the State of Alabama, the public, inve stors, and account holders have commitments b y PNC, as a public trust not to perform in this way. My family and I hope further investigation, and review of the attached documents by the ASC, PNC and the CFPB determines answers. To date, none have been provided. Reference docume nts are included with this complaint. Thank you on behalf of the individual banker and investor.   Respectfully,  XXXX   XXXX ,",NFA,0,0,0,0,0,,0,3,0
Sidoney,Lowle,Australia and New Zealand,(682) 1128459,6 Dayton Circle,Antonie,Naris,Female,1/28/1982,55 Sauthoff Place,78-500,Indonesia,Other ID,04-762-3075,Australia,2/08/2014,7/18/2017,Deposit,Domestic Out,3/22/2016,12/30/2016,4:05 AM,Cambodia,Thailand,411638,Consumer attempts to conduct a transaction for an amount that is unusual compared to amounts of past transactions,My  XXXX  account was hacked I spoke with  XXXX  and the refunded what they could on their end and emailed.  Letter instructing the bank on how to retrieve my money that was stolen and my financial information was compramised and I filed a dispute with. Huntington bank in the ban k mysteriously and the copy of the email from  XXXX  and the dispute was lost I still retain my copy of both then I had to refile on a different day then I was told after checking on it that only  XXXX  dollars would be refunded even though  XXXX  were stolen and that there was only a  90day windo w from the time it was reported well they never  went 80days ba ck because I went through the bank statements with the banker in my branch and sent them a total as well as phone banking reps I feel like this decision was made with prejudice and I am being discriminated against because the process and procedures were not folles as well as being refused and hung up on once I requested to speak with a compliance  officer  and I have that right several of my rights were violated and this is not faut,NFA,2,0,0,0,0,0,0,0,0
Melisandra,Warhurst,Commonwealth Bank,(225) 1532288,2 Holy Cross Point,Pepita,Stendell,Female,5/04/1975,5550 La Follette Way,70836,Indonesia,Other ID,64-720-0612,Malaysia,10/13/2014,2/21/2016,Deposit,Domestic Out,6/29/2017,12/18/2017,7:25 PM,Vietnam,Singapore,957417,Consumer presents notes that are packed or wrapped in a way that is uncommon for the consumer. ,XXXX / XXXX / 2014   TD BAN K OVERDRAFT ACCOUNT ABUSE IS NOT TRUE THIS ACCOUNT WAS PAID THE AMOUNT WE AGREED UPON IN ORDER TO REMOVE THIS ACCOUNT OUT OF COLLECTIONS. SO I DO NOT UNDERSTAND WHY IT IS SHOWING UP AS ACCOUNT ABUSE AND OVERDRAFT.,NFA,5,0,0,0,0,0,1,0,0
Hanny,Weildish,Commonwealth Bank,(956) 1867301,46625 Division Lane,Aviva,Capelle,Female,4/20/1976,261 Mallard Road,,Cambodia,Passport,92-244-3258,Philippines,2/18/2017,10/20/2015,Withdrawl,Domestic In,9/07/2017,5/26/2017,10:36 PM,Thailand,Singapore,382992,Activity is inconsistent with what would be expected from declared business. ,"An account was placed under my name erroneously. Since then,  TD BAN K  USA/TARGETCREDIThas damaged my name, and my credit TD BANK USA/TARGETCREDIT has entered derogatory information into my credit file. Multiple dispute letter has been sent a nd company failed to response and failed remove item from my credit file",NFA,0,0,3,0,0,2,0,0,0
Shir,Bremeyer,Australia and New Zealand,(886) 4588702,28 Fisk Point,Christa,Elms,Female,8/03/1993,0 Mccormick Lane,356235,Singapore,Passport,58-338-8074,Cambodia,5/27/2013,10/25/2014,Deposit,Domestic Out,5/29/2016,4/15/2016,9:16 PM,Vietnam,Thailand,766671,Consumer attempts to conduct frequent cash transactions in large amounts when this has not been a normal activity for the consumer in the past. ,"The compan y is M & T Ban k. They are not any other similarly named banks but they do have addresses i n four differ ent states and/or cities. I have what I believe they designated as a commercial loan notwithstanding the loan is in my individual name. I sold my property on  XXXX   XXXX  and am scheduled to close  XXXX   XXXX . All closings take betwee n 30 and 45 days to close. I got the payoff letter today from the attorney closing the transaction. M & T Bank is refusing to release my tax escrow saying that they will "" handle that separately '' af ter the closing. They also charged me  XXXX  for not asking for the payoff letter 60 days ago. Neither of these practices comply with standard banking procedures. Since I have to give the tax escrow to the buyers at the closing and it is almost  XXXX  I will be out approximately  XXXX  all together and will be at the mercy of this "" bank '' if and when I get my tax escrow back. I anticipate further bogus fees in that regard.",NFA,0,5,0,0,0,5,0,0,0
